tempObjectNumber: 1, Title: Pendant with paste bead,  Medium: Gold glass paste,  Dimensions: Other: 5/16 x 5/16 x 3/8 in. (0.8 x 0.8 x 1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3690
tempObjectNumber: 2, Title: Glass perfume bottle,  Period: Early to Mid Imperial,  Date: late 1st–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 1 1/4 x 1 1/8 in. (3.2 x 2.9 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5772
tempObjectNumber: 3, Title: Table offerings,  Culture: Roman,  Medium: Lead,  Dimensions: Other: 1 7/16 in. × 76 ft. 5 in. × 3 in. (3.7 × 2329.2 × 7.6 cm),  Classification: Miscellaneous-Lead,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5261
tempObjectNumber: 4, Title: Two fragments of a terracotta column-krater join 1998.388a-eee,  Attribution: Lydos,  Period: Archaic,  Date: 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H.:b.7 x 2 1/2 in. (17.8 x 6.4 cm),  Classification: Vases,  Credit Line: Gift of Mr. and Mrs. Jonathan P. Rosen 1996,  Accession Number: 1996.56a b
tempObjectNumber: 5, Title: Lapis lazuli intaglio: Seated deity,  Period: Imperial,  Date: 2nd century A.D.,  Culture: Roman,  Medium: Lapis lazuli,  Dimensions: Other: 1/2 x 5/8 x 1/16 in. (1.3 x 1.6 x 0.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.642
tempObjectNumber: 6, Title: Glass bowl fragment,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown and cut,  Dimensions: Overall: 1 7/16 x 3 1/4 in. (3.7 x 8.3 cm),  Classification: Glass,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.96
tempObjectNumber: 7, Title: Nose from a terracotta mask,  Period: Archaic,  Date: 6th century B.C.,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: Other: 2 5/8 in. (6.7 cm),  Classification: Terracottas,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.185
tempObjectNumber: 8, Title: Vase fragment,  Period: Early Minoan III,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 1 3/8 × 1 7/16 × 3/16 in. (3.4 × 3.7 × 0.4 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.182
tempObjectNumber: 9, Title: Limestone statuette of a boy with a kausia,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 17 1/4 x 5 5/8 x 4 15/16 in. (43.8 x 14.3 x 12.5 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2701
tempObjectNumber: 10, Title: Terracotta oinochoe (jug),  Culture: Etruscan,  Medium: Terracotta,  Dimensions: H. 5 1/2 in. (14 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1840
tempObjectNumber: 11, Title: Terracotta rhyton (vase for libations or drinking),  Period: Late Classical,  Date: ca. 350–300 B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: H. 7 1/16 in. (17.9 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.249
tempObjectNumber: 12, Title: Terracotta pointed aryballos (oil flask),  Period: Protocorinthian,  Date: ca. 640–625 B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: H. as restored  2 1/2 in. (6.4 cm),  Classification: Vases,  Credit Line: Gift of Joseph Brummer 1923,  Accession Number: 23.44
tempObjectNumber: 13, Title: Wall painting fragment,  Date: 1st century A.D.,  Culture: Roman,  Medium: Fresco,  Dimensions: Overall: 2 11/16 x 2 13/16 x 7/16 in. (6.9 x 7.2 x 1.1 cm),  Classification: Miscellaneous-Paintings,  Credit Line: Gift of Miss A. Rivier 1930,  Accession Number: 30.142.15
tempObjectNumber: 14, Title: Glass bottle shaped like a date,  Period: Mid Imperial,  Date: mid-1st–early 2nd century A.D.,  Culture: Roman,  Medium: Glass; blown in a two-part mold,  Dimensions: Diam.: 7/8 x 1 1/2 in. (2.2 x 3.8 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1508
tempObjectNumber: 15, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 2 3/4in. (7cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.99
tempObjectNumber: 16, Title: Terracotta statuette of a seated woman,  Period: Archaic,  Date: late 6th–early 5th century B.C.,  Culture: Greek Attic,  Medium: ,  Dimensions: H. 3 15/16 in. (10 cm),  Classification: Terracottas,  Credit Line: Gift of Henry S. Washington 1919,  Accession Number: 19.45.3
tempObjectNumber: 17, Title: Terracotta stirrup jar,  Period: Late Helladic IIIA2,  Date: ca. 1375–1300 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H. 5 3/4 in. (14.6 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.760
tempObjectNumber: 18, Title: Limestone head of a beardless male votary with a wreath of leaves,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 6 1/4 x 3 1/2 in. (15.9 x 8.9 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2644
tempObjectNumber: 19, Title: Bronze ring,  Period: Classical,  Date: ca. 5th–4th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: Length: 1/2 in. (1.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.646
tempObjectNumber: 20, Title: Cup,  Culture: Roman,  Medium: Glass,  Dimensions: Diam.: 3 1/2 in. (8.9 cm),  Classification: Glass,  Credit Line: Gift of Mrs. Elias Kempner 1934,  Accession Number: 34.132.41
tempObjectNumber: 21, Title: Fragment of a terracotta plaque,  Period: Archaic,  Date: 7th century B.C.,  Culture: Greek Cretan,  Medium: Terracotta,  Dimensions: 2 3/8 in. x 2 in. (6 cm x 5 cm),  Classification: Terracottas,  Credit Line: Gift of the Archaeological Institute of America 1953,  Accession Number: 53.5.17
tempObjectNumber: 22, Title: Intaglio,  Medium: Sard,  Dimensions: Other: 9/16 x 1/2 x 1/8 in. (1.4 x 1.2 x 0.4 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.229
tempObjectNumber: 23, Title: Bronze lamp,  Period: Imperial,  Date: late 1st century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: Total height 3 7/16 in. (8.7 cm); L. of lamp without handle 4 7/16 in. (11.8 cm),  Classification: Bronzes,  Credit Line: Purchase 1900,  Accession Number: 00.13.10
tempObjectNumber: 24, Title: Fibula serpentine type,  Medium: Bronze,  Dimensions: Other: 2 3/8 in. (6 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.343
tempObjectNumber: 25, Title: Glass jar with two handles (amphora),  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Diam.: 3 1/8 x 2 15/16 x 1 5/8 in. (7.9 x 7.5 x 4.1 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.172
tempObjectNumber: 26, Title: Terracotta stirrup jar,  Period: Late Helladic III,  Date: ca. 1400–1050 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H. 4 9/16 in. (11.6 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.755
tempObjectNumber: 27, Title: Probe fragmentary,  Medium: Bronze,  Dimensions: Other: 1 1/4 in. (3.2 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.80
tempObjectNumber: 28, Title: Chalcedony lentoid seal,  Period: Late Minoan II,  Date: ca. 1450–1400 B.C.,  Culture: Minoan,  Medium: Chalcedony,  Dimensions: Diameter 1.49 cm-1.5 cm,  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.266
tempObjectNumber: 29, Title: Intaglio,  Date: 2nd century A.D.,  Culture: Roman,  Medium: Onyx,  Dimensions: Other: 7/16 x 5/16 x 1/8 in. (1.1 x 0.8 x 0.4 cm),  Classification: Gems,  Credit Line: Gift of Miss Helen Miller Gould 1910,  Accession Number: 10.130.1382
tempObjectNumber: 30, Title: Bronze cista (toiletries box),  Period: Hellenistic,  Date: ca. 300–275 B.C.,  Culture: Praenestine,  Medium: Bronze,  Dimensions: H. 11 in. (27.9 cm),  Classification: Bronzes,  Credit Line: Gift of Courtland Field Bishop 1922,  Accession Number: 22.84.3a b
tempObjectNumber: 31, Title: Intaglio in ring,  Medium: Garnet gold bronze,  Dimensions: Other: 5/8 x 13/16 x 9/16 in. (1.5 x 2.1 x 1.4 cm),  Classification: Gems,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.31
tempObjectNumber: 32, Title: Intaglio,  Medium: Sard,  Dimensions: Other: 5/8 x 11/16 x 1/16 in. (1.5 x 1.7 x 0.1 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.219
tempObjectNumber: 33, Title: Bowl,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Other: 9 9/16in. (24.3cm),  Classification: Vases,  Credit Line: Gift of the American Society for the Excavationloration of Sardis 1926,  Accession Number: 26.164.19
tempObjectNumber: 34, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 x 2 11/16 x 2 1/16 in. (7.6 x 6.8 x 5.2 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5839
tempObjectNumber: 35, Title: Carnelian scaraboid seal,  Period: Late Classical,  Date: probably 4th century B.C.,  Culture: Greek,  Medium: Carnelian,  Dimensions: Length: 5/8 in. (1.6 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.555
tempObjectNumber: 36, Title: Terracotta statuette of a woman,  Period: Hellenistic,  Date: early 3rd century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H. 10 3/8 in. (26.4 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1911,  Accession Number: 11.212.16
tempObjectNumber: 37, Title: Milk bowl,  Period: Early Cypriot,  Date: 2500–1900 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 6 13/16in. (17.3cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1253
tempObjectNumber: 38, Title: Kylix Fragment,  Attribution: near the Splanchnopt Painter,  Period: Classical,  Date: ca. 470 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Length (greatest dimension): 2 1/4 in. (5.7 cm),  Classification: Vases,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.169
tempObjectNumber: 39, Title: Bronze spoon,  Date: 1st century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: Other: 5 1/16 in. (12.9 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.60
tempObjectNumber: 40, Title: Carnelian scarab,  Period: Archaic,  Date: early 5th century B.C.,  Culture: Greek or Etruscan,  Medium: Carnelian,  Dimensions: Length: 1/2 in. (1.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.434
tempObjectNumber: 41, Title: Terracotta head possibly of a comic actor,  Period: Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H. 2 1/2 in. (6.35 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.137
tempObjectNumber: 42, Title: Glass jug,  Period: Early to Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 5 3/4 × 2 5/8 in. (14.6 × 6.7 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.27
tempObjectNumber: 43, Title: Vase Fragment,  Culture: Roman,  Medium: Terracotta,  Dimensions: 2 3/8 × 3 13/16 × 1/2 in. (6.1 × 9.7 × 1.3 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1943
tempObjectNumber: 44, Title: Limestone statuette of a male votary (worshipper),  Period: Archaic,  Date: end of the 6th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 19 x 6 1/4 x 3 in. (48.3 x 15.9 x 7.6 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2536
tempObjectNumber: 45, Title: Bronze oinochoe (jug),  Period: Classical,  Date: ca. 460 B.C.,  Culture: Greek,  Medium: Bronze silver,  Dimensions: H.: 8 15/16 in. (22.7 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1970,  Accession Number: 1970.11.1
tempObjectNumber: 46, Title: Pair of silver strigils (scrapers) on a carrying ring,  Period: Late Republican,  Date: mid-1st century B.C.,  Culture: Roman,  Medium: Silver,  Dimensions: diameter of ring  2 15/16in. (7.5cm),  Classification: Gold and Silver,  Credit Line: Gift of H. Dunscombe Colt 1961,  Accession Number: 61.88
tempObjectNumber: 47, Title: Lamp,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Overall: 1 x 3 1/4 in. (2.5 x 8.3 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1864
tempObjectNumber: 48, Title: Terracotta hydria (water jar),  Attribution: the Olcott Painter,  Period: Late Classical,  Date: ca. 360–330 B.C.,  Culture: Greek South Italian Campanian,  Medium: Terracotta; red-figure,  Dimensions: H. 22 1/4 in. (56.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.230
tempObjectNumber: 49, Title: Fibula boat-shaped type,  Medium: Bronze,  Dimensions: Other: 2 7/16 in. (6.2 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.337
tempObjectNumber: 50, Title: Kylix,  Period: Iron Age,  Date: ca. 750–500 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H.: 19 11/16 in. (50 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.57.5
tempObjectNumber: 51, Title: Spearhead,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: 7 7/16in. (18.9cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5306
tempObjectNumber: 52, Title: Glass bell beaker,  Period: Medieval,  Date: 6th–7th century A.D.,  Culture: Frankish,  Medium: Glass; blown using a dip mold and trailed,  Dimensions: Diam.: 2 1/2 x 2 1/4 in. (6.4 x 5.7 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1326
tempObjectNumber: 53, Title: Bronze double-ax head,  Period: Middle Minoan III–Late Minoan I,  Date: ca. 1700–1450 B.C.,  Culture: Minoan,  Medium: Bronze,  Dimensions: Overall: 2 15/16 x 1 9/16 in. (7.4 x 3.9 cm),  Classification: Bronzes,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.482
tempObjectNumber: 54, Title: Terracotta statuette of a nude woman,  Period: Late Cypriot II,  Date: ca. 1450–1200 B.C.,  Culture: Cypriot,  Medium: Terracotta; hand-made,  Dimensions: H. 8 9/16 in. (21.79 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1549
tempObjectNumber: 55, Title: Glass amphoriskos with band of scrolls,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman Syro-Palestinian,  Medium: Glass; blown in a two-part mold,  Dimensions: H.: 2 7/8 x 1 3/4 x 15/16 in. (7.3 x 4.4 x 2.4 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.220
tempObjectNumber: 56, Title: Limestone plaque with bilingual inscription,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman Cypriot,  Medium: Limestone,  Dimensions: Overall: 13 3/4 x 15 1/4 x 4 7/8 in. (34.9 x 38.7 x 12.4 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2393
tempObjectNumber: 57, Title: Four fragments of a terracotta kylix:Komast cup (drinking cup),  Attribution: the Falmouth Painter,  Period: Archaic,  Date: ca. 570 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Other (D): 3/8 x 1 3/16 x 1/8 in. (0.9 x 3 x 0.3 cm),  Classification: Vases,  Credit Line: Gift of the Honorable Iris Cornelia Love 2011,  Accession Number: 2011.603.4a–d
tempObjectNumber: 58, Title: Fragment of a marble grave stele with the head of a youth,  Period: Archaic,  Date: 1st quarter of the 5th century B.C.,  Culture: Greek,  Medium: Marble,  Dimensions: H. 9 3/4 in. (24.8 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1912,  Accession Number: 12.59
tempObjectNumber: 59, Title: Bronze portrait bust of a girl,  Period: Imperial,  Date: ca. 1st–2nd century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: H. 1 1/8 in. (2.8 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.263
